index,id,name,username,date,reply_to,content,reply,retweet,like
693,CabeMerahJan62021Konteks,Cabe Merah,@CabeMer31705531,"Jan 6, 2021",@BocahArusBawah,"Konteksnya kan FPI yg menghalalkan darah Ahmadiyah...Krn dr pandangan mereka ada pengkultusan di ahmadiyah yg menganggap pendirinya adalah penerus nabi,imam Mahdi dan Isa Al-Masih...mungkin itu yg buat FPI keluarkan pernyataan darah Ahmadiyah halal utk di tumpahkan",1,0,0
694,MuzanniJan62021Ahmadiy,Muzanni,@Muzanni19306652,"Jan 6, 2021",@DPP_PKB,Ahmadiyah harus dittpkan sebagi agama terlarang .......namun keselamatan pengikut ahmadiyah harus ttp dijaga ........,0,0,0
695,MatpetirJan62021Ahmadiy,Mat petir,@djayjayzenik,"Jan 6, 2021",@Dennysiregar7,Ahmadiyah memang terlarang om,0,0,0
696,@AnonCakrabirawaArusBawahJan62021Trus em,@AnonCakrabirawaArusBawah,@BocahArusBawah,"Jan 6, 2021",@CabeMer31705531,Trus emang ahmadiyah pengen mendirikan khilafah yang bertentangan dengan PANCASILA dan UUD 45,4,0,0
697,IJan62021Syiah A,I,@saveindonesia20,"Jan 6, 2021",@DheeCanim,Syiah Ahmadiyah Liberal ?,1,0,0
698,rifandi_samoedraJan62021Om hinc,rifandi_samoedra,@RI100662551,"Jan 6, 2021",@hincapandjaitan,"Om hinca tau kasus Ahmadiyah ?
Om hinca tau kasus polisi di bakar saat mengamankan aksi di jawa barat ?
Waktu ke 2  kasus itu Om Hinca dan Komnas Ham kemana ?
Serius nanya",0,0,0
699,RickyTafuamaJan62021Kalo Ah,Ricky Tafuama,@RickyTafuama,"Jan 6, 2021",nan,"Kalo Ahmadiyah aja bisa dibunuh... lallu yg jelas2 beda  kayak kita Kristen diapain dong Ustad sama FPI ???

Hemmmhhm...",0,0,2
700,AlanRamelanJan62021Oh yg v,Alan Ramelan,@AlanRamelan3,"Jan 6, 2021",@BromocorahGrCeb,Oh yg versus Ahmadiyah ini ya,0,0,0
701,"HumanikaDianNJan62021Bung, p",Humanika Dian N,@HumanikaDian,"Jan 6, 2021",@Dennysiregar7,"Bung, paham sejarahnya ahmadiyah? Kalau nggak paham mending, berhenti aja jadi buzzer",37,0,17
702,agungnegaraJan62021gak usa,agung negara,@agungnegara69,"Jan 6, 2021",nan,"gak usah parno dg ahmadiyah..
ini lhoo su! darah sya halalan toyiban nihh.. darahnya murtadis..
HUUFTTT.. sok sok an nggaya paling benars paling bersihh paling berhak atas sorga..
jancoooyyy!!",0,0,1
703,MuridIslamAhmadiyahJan62021https:/,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 6, 2021",nan,"https://republika.co.id/berita/nasional/umum/14/12/17/ngq3m2-fadli-zon-dorong-ahmadiyah-masuk-aliran-kepercayaan… pak 
@fadlizon
  anda mengatakan ahmadiyah di pakistan aman??? astagfirullahazim ga ngerti lagi , udh banyak kasus presekusi ahmadiyah di pakistan sampai menimbulkan banyak korban, tapi anda bilang aman..",0,0,0
704,@Info_NewsJan62021Ahmadiy,@Info_News,@InfoNew58315659,"Jan 6, 2021",@Dennysiregar7,Ahmadiyah bukan Islam cebong tolol,0,0,0
705,DedenSujanaJan62021Taunya ,Deden Sujana,@dedensujana,"Jan 6, 2021",nan,"Taunya doyan ngelike BOKEP : Fadli Zon Dorong Ahmadiyah Masuk Aliran Kepercayaan | Republika Online 
@fadlizon",0,0,1
706,dapatsepedaJan62021Baca th,dapat sepeda,@AlaricLuthfy,"Jan 6, 2021",@ahoeyaja,Baca thread ini ttg keyakinan Ahmadiyah,0,0,3
707,MuridIslamAhmadiyahJan62021Ahmadiy,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 6, 2021",@ArdianZA__,"Ahmadiyah menggunakan Imam Mahdi dan Almasih yang dijanjikan, bukan Imam Besar..",2,2,1
708,TugasdarilangitJan62021Kau kau,Tugasdarilangit,@vaksinbuzzer,"Jan 6, 2021",@Dennysiregar7,"Kau kaum non bang, mending diam.. ud jls2 ahmadiyah sesat dgn qur'an sendiri, nabi sendiri, tp msh berlabel islam.. yg anjimnya, nih ebong satu dari non, ngapain kau protes2 klo islam wajib mau mengharamkan..",0,0,0
709,LuffyOnePieceJan62021Ahmadiy,Luffy One Piece,@gear5_luffy,"Jan 6, 2021",@Dennysiregar7,Ahmadiyah udh menistakan agama islam dan syiah,0,0,0
710,ArdianZAJan62021Bisa ja,Ardian ZA,@ArdianZA__,"Jan 6, 2021",@djokoAdv,Bisa jadi. Kita ingat2 saja. Penggunaan imam besar itu cm di syiah. Ahmadiyah khawarij.  Islam2 radikal itu. FPI,1,0,1
711,MuridIslamAhmadiyahJan62021ya sila,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 6, 2021",@AlaricLuthfy,ya silahkan terus menguji kebenaran Ahmadiyah.. yang penting niatnya memang karena Allah.,1,0,0
712,MiqdadSanreJan62021Coba bu,Miqdad Sanre,@MiqdadSanre,"Jan 6, 2021",@Dennysiregar7,"Coba buktikan Denny Siregar, jika Ahmadiyah punya Nabi dan Rasul ??
Soal anak SD tuh, bisa jawabkan ??",0,0,0
713,nyanyanyanyanyanyaJan62021U could,nyanyanyanyanyanya,@lilnyanyaw,"Jan 6, 2021",@akbarzsc,"U could change that to ""syiah, ahmadiyah, sunda wiwitan, atheist, papua, and many more""",1,0,0
714,PenikmatduitharamJan62021Seharus,Penikmat duit haram,@follower_rezim,"Jan 6, 2021",@Dennysiregar7,"Seharusnya lo kasih tau mahasiswa ahmadiyah itu aliran sesat, punya Nabi setelah Nabi Muhammad. Yg korengan dan cebok sembarangan ya lo..comot sana-sini Berita situs web",0,0,0
715,dapatsepedaJan62021Uda deh,dapat sepeda,@AlaricLuthfy,"Jan 6, 2021",@MAhmadiyah,"Uda deh makin lo ngeyel makin keliatan blundernya Ahmadiyah. Ciri-ciri fisik Nabi Isa as itu ada Hadistnya. Mirza ghulam jelas beda jauh, scra dia org India sik item rada coklat kulitnya.",2,0,1
716,dapatsepedaJan62021Dalam t,dapat sepeda,@AlaricLuthfy,"Jan 6, 2021",@MAhmadiyah,"Dalam tafsir Prof Quraisy shihab. Ga ada penjelasan lbh lanjut. Krn penjelasn quran sndiri mmg sdh jelas. Nabi Isa as ga disalib dan ga dibunuh, Allah SWT mengangkat beliau dlm keadaan hidup. Knp ayat yg ude jelas kek gitu jd dipahami beda sm Ahmadiyah?",1,0,1
717,SirRuhuJan62021Rekam j,SirRuhu,@Salimbado9,"Jan 6, 2021",nan,"Rekam jejak Sobri Lubis (FPI): Ayo bunuh orang2 Ahmadiyah, persetan dg HAM, ayoo, saya yg tanggung jawab. Takbiirr...

Masihkah kita mau mengikuti FPI? Coba pikir dg nalar yg jernih...

Betul kan pak? 
@DivHumas_Polri
@CCICPolri
#IndonesiaDamaiTanpaFPI",0,0,0
718,PangondianJan62021Ada yg ,Pangondian,@Pangondian74,"Jan 6, 2021",@Dennysiregar7,Ada yg bilang Ahmadiyah harus dilarang..ok..tapi kalo harus membunuh apalagi membantai dan halal darahnya..ini sdh masuk ranah  hukum positif...saat itu ada pembiaran dr rejim saat itu atas kekejian tsb dan KomNas HAM spt biasa hanya diem aja ya lae..,0,0,1
719,PangondianJan62021Ada yg ,Pangondian,@Pangondian74,"Jan 6, 2021",@CabeMer31705531,Ada yg bilang Ahmadiyah harus dilarang..ok..tapi kalo harus membunuh apalagi membantai dan halal darahnya..ini sdh masuk ranah  hukum positif...saat itu ada pembiaran dr rejim saat itu atas kekejian tsb dan KomNas HAM spt biasa hanya diem aja ya lae..,1,0,3
720,ArifudinNurdinJan62021Ini Sob,Arifudin Nurdin,@ArifudinNur71,"Jan 6, 2021",@vita_AVP,"Ini Sobri ilmu islamnya sampai dimana ya, dia bilan ahmadiyah halal darahnya, kalau NU melihat Manusianya bukan napa Ormasnya, membunuh semut saja tidak bolej apa lagi manusia, kita apa yg mereka pelajari FPI ini.",0,0,0
721,buzzeranjkJan62021Heh bod,buzzer anjk,@hhhh20417663,"Jan 6, 2021",@Heinkle1,"Heh bodo. Dia ngakunya orang Islam. Kalo dia ngakunya org Ahmadiyah sih bodo amat , tapi dia ngakunya orang Islam. Ibaratnya ngaku orang Indonesia tapi presidennye XI Jin Ping .",0,0,5
722,arsadhadunJan62021Kasus p,arsadhadun,@arsadhadun1,"Jan 6, 2021",@Dennysiregar7,"Kasus pembunuhan warga ahmadiyah di cikuesik ngga bedah dengan cara PKI, apakah islam mengajarkan seperti itu ya..",0,0,0
723,HeinkleJan62021Orang J,Heinkle,@Heinkle1,"Jan 6, 2021",@CabeMer31705531,"Orang Jahudi tidak melarang munculnya Kristen karena mereka menganggap dirinya umat pilihan Allah.
Dan juga orang Kristen tidak melarang munculnya Islam karena tidak lagi ada nabi setelah kedatangan Kristus.
Jadi mengapa Islam HARUS melarang-larang munculnya Ahmadiyah?",3,1,24
724,HeppyTHJan62021Tapi NU,Heppy TH,@heppy_farm,"Jan 6, 2021",@nama_quu,"Tapi NU paling diterima masyarakat dengan bukti menjadi organisasi terbesar,

Soal akur Syiah dan ahmdiyah misalkan, bukan berarti NU meyakini bahwa Syiah dan Ahmadiyah itu ajaran yg benar, mereka memberi ruang untuk pembinaan secara baik, bukan dengan permusuhan apalagi perang.",1,0,0
725,umihanifahJan62021Kalo di,umi hanifah,@umihanif2,"Jan 6, 2021",@CabeMer31705531,"Kalo dibanding2kan juga ngeri FPI dibanding Ahmadiyah 
Lagian nggak pede amat dg jmlh Sunni yg banyak masih saja curiga sama yg sedikit , masalah ajaran biar Allah yg menilai BKN kita",1,0,4
726,DollahJan62021Anak mu,Dollah,@xdigeeembosin,"Jan 6, 2021",@Dennysiregar7,"Anak muda :”Kok cuma FPI yg dibubarkan,  Ahmadiyah ga”Dukun Santet : “FPI itu ormas yg mngusung agama. Dlm Ormas mmng bnyak dana ya dana yg brmain dsitu, trmsuk dana utk teroris. Sdngkn Ahmadiyah adlh aliran dlm sbh agama. Dan  Islam mmang pnya bnyk aliran ga jelas.”",0,0,0
727,CabeMerahJan62021Harusny,Cabe Merah,@CabeMer31705531,"Jan 6, 2021",@Dennysiregar7,"Harusnya Ahmadiyah emg di larang,Krn ajarannya yg sebut bahwa pendirinya adalah nabi setelah nabi Muhammad..",14,0,9
728,IJan62021Awas li,I,@saveindonesia20,"Jan 6, 2021",@idtodayco,Awas liberal syiah ahmadiyah bercokol semakin kuat!,0,0,0
729,IJan62021Anda LI,I,@saveindonesia20,"Jan 6, 2021",nan,"Anda LIBERAL pasti dukung Syiah Ahmadiyah Sedikit palu arit!!

Mana ada syiah dan sunni bersatu, yg ada syiah selalu bantai org ahlulsunnah. Disini masih malu2 saja, ntar syiah sdh punya kekuatan plus senjata kalian rusuh!!
https://twitter.com/kang_waqfi/status/1332326747912630276?s=19…",9,0,1
730,#PergulatanPatriotVs.PengkhianatJan52021Pelaku ,#Pergulatan Patriot Vs.Pengkhianat,@Resof85,"Jan 5, 2021",@HukumDan,"Pelaku Maksiat, LGBT, Aliran sesat, Syi'ah, Ahmadiyah, Lonte dll semua mereka dan rombongan nya pasti Anti kepada FPI.
Dan hal ini disenangi oleh Komunis dan Zionist",4,0,0
731,نانانگسلمانJan52021_Siaran,نانانگ سلمان,@kangNanang_SL,"Jan 5, 2021",nan,"_Siaran Pers_
*Pemimpin Jamaah Muslim Ahmadiyah Berbicara tentang Dampak Jangka Panjang Pandemi Covid-19*

“Dalam setahun terakhir, kita menghadapi penyakit mematikan yang sangat berbahaya.",0,0,0
732,bonengJan52021Kapan F,boneng,@etbxhnvfhkbc145,"Jan 5, 2021",@salimvanjav,Kapan FPI bubarinnorang natalan...klo Ahmadiyah iya itu ajaran sesat dlm Islam... silahkan Ahmadiyah dirikan agama baru...tp betul betul terlepas dari ajaran Islam..,0,0,0
733,ᮏᮔ᮪ᮒᮨᮃᮁᮊᮤᮓᮙ᮪.JanteArkidamJan52021Drun Ji,ᮏᮔ᮪ᮒᮨ ᮃᮁᮊᮤᮓᮙ᮪.Jante Arkidam,@JafYaya2150,"Jan 5, 2021",@BersamaSahabat4,"Drun Jik, bener nih front persaudaraan Islam,jangan sampai Syiah dan Ahmadiyah ga di akui yah kan mereka Islam jg...",0,0,1
734,AdnandLubisJan52021Muslim ,Adnand Lubis,@AdnandLubis1,"Jan 5, 2021",@Innayaputri72,"Muslim di Indonesia tidak lebih dari 35% .. selebihnya Islam KTP. contoh Ahmadiyah .. Syi'ah... kejawen... JIL...JIN... LIA EDEN...DLL.. 
wajar kalo kita selalu kalah.. karena mereka semua bersatu memusuhi kita..",5,2,3
735,opinionatedneuroticoomfJan52021^belom ,opinionated neurotic oomf,@psikehoe,"Jan 5, 2021",nan,"^belom ngedalamin ahmadiyah sih tp itu yg gw dapet dari penjelasan orang2, ntar deh gw apdet kalo dah paham",1,0,1
736,opinionatedneuroticoomfJan52021i have ,opinionated neurotic oomf,@psikehoe,"Jan 5, 2021",nan,"i have a few ahmadiyah books and i read this book yang bahas ttg the connection of konghucu and islam (blom selesai udah ilang tapi wakakak) and honestly its so peaceful to read, oh and if ure wondering ahmadiyah teachings nya sama kaya islam biasa ya cuma beda imam aja",1,0,1
737,opinionatedneuroticoomfJan52021orang2 ,opinionated neurotic oomf,@psikehoe,"Jan 5, 2021",nan,"orang2 ngira ahmadiyah itu aliran yang percaya ada nabi lagi setelah rasulullah, itu hoax anjir. ahmadiyah tu percaya kalo imam mahdi udah turun ke bumi jd rasul mereka tuh masih Muhammad SAW cuma imam mereka ya imam mahdi alias mirza ghulam ahmad",1,0,1
738,opinionatedneuroticoomfJan52021penyerb,opinionated neurotic oomf,@psikehoe,"Jan 5, 2021",nan,penyerbuan tempat ibadah ahmadiyah??? god damn meanwhile ahmadiyah has the most peaceful umat imo (yes speaking from experience),1,0,1
739,SMABAEHLAJan52021Ngegas ,SMAB AEHLA,@BamsAlhea,"Jan 5, 2021",@FernandoSanch0,"Ngegas tapi goblok kau kadal burik, Ijin berdiri saja ga ada kok minta mekanisme pengadilan, giliran ormas itu sweeping miras, pelarangan ibadah kaum minoritas, penyerbuan tempat ibadah syiah dan ahmadiyah ada ga melewati proses pengadilan..? melalui Pentungan Petamburan ya Cuk !",0,0,4
740,MuhammadAbuNailaJan52021Contoh2,Muhammad Abu Naila,@muhammad_naila,"Jan 5, 2021",nan,"Contoh2 manusia semacam itu ada di JIL, ISLAM NUSANTARA, SYIAH, AHMADIYAH, TAREKAT2 SESAT spt Lia Eden, Ahmad Musodiq dll. Adapun mereka yang jelas2 d tegas menyuarakan d memperjuangkan Syariat Islam spt Muhammadiyah, Persis, Al-Irsyad, DDII, FPI, NU KHITOH 26, tdk ternasuk itu.",0,0,0
741,DedenSujanaJan52021Alhamdu,Deden Sujana,@dedensujana,"Jan 5, 2021",nan,"Alhamdulillah salah satu berkah membela Jemaah Ahmadiyah FKUB Jawa Tengah KH Taslim diberi anugerah Harmony Award oleh Menteri Agama. 
@KandaliLubis",0,2,13
742,dapatsepedaJan52021Gw ikut,dapat sepeda,@AlaricLuthfy,"Jan 5, 2021",@MAhmadiyah,"Gw ikut MUI 

Ahmadiyah sesat. Lbh baik bikin agama baru aja diluar Islam.",2,0,1
743,Tom&Jerry#VaccinatedJan52021Front P,Tom & Jerry #Vaccinated,@Klepon911,"Jan 5, 2021",@detikcom,"Front Persatuan Islam apakah isinya ada ahmadiyah, syiah, sunni dll? atau cuma musang berbulu domba?",0,0,0
744,AhmadiyahIndonesiaJan52021Sebuah ,Ahmadiyah Indonesia,@AhmadiyahID,"Jan 5, 2021",nan,"Sebuah Pesan WWIII 
#ahmadiyah 
#peringatan
#kedamaian",0,0,0
745,pidonk_marim_buluJan52021Eeee ko,pidonk_marim_bulu,@BuluPidonk,"Jan 5, 2021",@Keliex,"Eeee kontol musang, yg membantai jemaah ahmadiyah siapa? Cek brp ekor anggota FPI yg jd pelaku teror, dsr anjing2 teroris",0,0,0
746,نانانگسلمانJan52021Tiga Se,نانانگ سلمان,@kangNanang_SL,"Jan 5, 2021",nan,Tiga Serangkai Ulama Ahmadiyah..,0,0,2
747,entezᨕᨒᨘᨔᨉᨄᨗᨈᨘᨊJan52021Hehehe.,entez ᨕᨒᨘ ᨔᨉ ᨄᨗᨈᨘᨊ,@entez_,"Jan 5, 2021",@Morodi5,"Hehehe... sampai harus pakai SKB 6 menteri ya Bung? Bukankah itu berlebihan?
Terakhir yang saya tahu ada SKB 3 menteri untuk Ahmadiyah, dan itu sangat kontroversial.",0,0,0
748,pengagumkimjongwi..Jan52021Ini hab,pengagum kim jong wi..,@ElFaruq04338685,"Jan 5, 2021",nan,Ini habib Syiah atau Ahmadiyah,0,0,0
749,ᮏᮔ᮪ᮒᮨᮃᮁᮊᮤᮓᮙ᮪.JanteArkidamJan52021Bukanka,ᮏᮔ᮪ᮒᮨ ᮃᮁᮊᮤᮓᮙ᮪.Jante Arkidam,@JafYaya2150,"Jan 5, 2021",@sirodjudin01,"Bukankah Ahmadiyah dan Syiah jg saudara islam?mau ga tuh MRS dan kaumnya mengakui saudara.

Basmi Total Kovid & Neo FPI
#LarangKerasOrmasIntoleran",0,0,1
750,نانانگسلمانJan52021Maulana,نانانگ سلمان,@kangNanang_SL,"Jan 5, 2021",nan,Maulana H.Mahmud Ahmad Cheema.Shd Adalah Ulama Ahmadiyah yang pernah tugas di Indonesia.,0,0,2
751,نانانگسلمانJan52021Maulana,نانانگ سلمان,@kangNanang_SL,"Jan 5, 2021",nan,Maulana Rahmat Ali HA.OT Adalah Ulama Ahmadiyah yang Bertugas Di Nusantara kalau Itu thn 1922,0,0,1
752,DedenSujanaJan52021Alhamdu,Deden Sujana,@dedensujana,"Jan 5, 2021",nan,"Alhamdulillah salah satu berkah membela Jemaah Ahmadiyah FKUB Jawa Tengah KH Taslim diberi anugerah Harmony Award oleh Menteri Agama. 
@KandaliLubis",0,1,12
753,DedenSujanaJan52021Memasuk,Deden Sujana,@dedensujana,"Jan 5, 2021",nan,"Memasuki tahun baru 2021, Khalifah Ahmadiyah, Hz. Mirza Masroor Ahmad (aba) menyampaikan pesan penting kepada dunia.

Pesan ini semata-mata demi mengajak masyarakat dunia agar terhindar dari bahaya perang dunia ketiga.
@Iskandargumay1
Lengkapnya :",1,2,1
754,IG:WarungSejarahRIJan52021Laporan,IG: WarungSejarahRI,@WarungSejarahRI,"Jan 5, 2021",nan,"Laporan Resmi Debat; Pembela Islam dengan Ahmadiyah Qadian di Jakarta.
Bagian kedua

Tahun 1973. 
72halaman. 

Harga 65.000
Minat?

Order:
✓DM or Klik WA http://bit.ly/warungsejarahRI",0,0,1
755,MahesaDjenarJan52021FPI per,Mahesa Djenar,@SRepku,"Jan 5, 2021",@KholiliBagandan,FPI percaya Tuhan tapi membantai saudaranya sendiri warga ahmadiyah!!!!!,3,0,0
756,CAKRABIRAWA_1945Jan52021Ahmadiy,CAKRABIRAWA_1945,@ANON_CKRBIRAWA,"Jan 5, 2021",@ArdianZA__,Ahmadiyah kan masih berTUHAN kan ngapain halal dibantai..dimana prikemanusiaan #FPIJAHILIYAH  ,1,1,1
757,HerasJan52021Dulu me,Heras,@Heras_24,"Jan 5, 2021",@vita_AVP,"Dulu menghalalkan darahnya Ahmadiyah, sekarang ada anggotanya yg mati, anggap saja itu resiko perjuangan Sobri ya ngga",0,0,1
758,CAKRABIRAWA_1945Jan52021Lihat s,CAKRABIRAWA_1945,@ANON_CKRBIRAWA,"Jan 5, 2021",@8DevSec,Lihat saja ahmadiyah yg dengan ganas tanpa pri kemanusiaan dan seenaknya  FPI bubarin nya.. emang hanya FPI Saja yg bisa masuk surga,1,0,0
759,MuridIslamAhmadiyahJan52021bagi Ah,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 5, 2021",nan,"bagi Ahmadiyah, ketaatan pada Rasulullah SAW adalah hal yg utama. jadi ahmadiyah memang harus dilindungi karena kecintaan mereka terhadap Allah dan Rasulullah SAW melebihi siapapun ",0,0,0
760,BunyiSaatBanjirJan52021saat te,Bunyi Saat Banjir,@BunyiSaatBanjir,"Jan 5, 2021",@abu_waras,"saat terjadi perlawanan mengusir penjajah Inggris, si ulama' palsu Ahmadiyah ini mengeluarkan fatwa, wahai saudara2ku poro sedulur, kalian tidak boleh mengeluarkan darah kepada pasukan Inggris ini, karena mereka saudara kita juga, jadi haram dibunuh",0,0,2
761,BunyiSaatBanjirJan52021Ahmadiy,Bunyi Saat Banjir,@BunyiSaatBanjir,"Jan 5, 2021",@abu_waras,"Ahmadiyah ini pinter menyusup ke ulama' & pesantren di India dan menyebarkan propagandanya, proses berlangsung lama belasan tahun, nah si ulama' palsu ini juga hafal Al-Qur'an",0,0,0
762,BunyiSaatBanjirJan52021kok mir,Bunyi Saat Banjir,@BunyiSaatBanjir,"Jan 5, 2021",@abu_waras,"kok mirip yah saat perjuangan melawan penjajah Inggris di India, Inggris pinter bikin sekte palsu namanya Ahmadiyah dengan nabi palsunya Mirza Ghulam,",1,1,1
763,NiniTulalitJan52021Sobri L,Nini Tulalit,@vita_AVP,"Jan 5, 2021",nan,"Sobri Lubis ""Ahmadiyah halal darahnya. Persetan dan tai kucing dengan HAM. 


BRI, SOBRI, 
MULUTMU MINTA DILUDAHIN YA??!
Sekarang setelah terjadi penembakan terhadap 6 org gerombolanmu, kalian teriak2 soal HAM dan meminta bantuan komnas HAM??! ",18,72,168
764,"ACHMADYANIJan52021Bung 
@",ACHMAD YANI,@ay4ni,"Jan 5, 2021",@sahaL_AS,"Bung 
@sahal_AS
 sy mau bertanya dong... 
apakah ada Nabi setelah Rasulullah Muhammad SAW??... setahu sy MUI melarang Ahmadiyah krn menjadikan Mirza Ghulam Ahmad sbg Nabi setelah Rasulullah Muhammad SAW.",1,0,0
765,FikriRafifRinaldiJan52021Lalu ma,Fikri Rafif Rinaldi,@RafifRinaldi,"Jan 5, 2021",nan,"Lalu masalah syiah dan ahmadiyah. Tau ga? Kalo mereka ngakunya agama mereka syiah dan ahmadiyah dan bukan mengaku agama Islam, maka lakum dinukum waliyadin. Tapi kalo mereka pake agama Islam buat membenarkan doktrin mereka, itu yg wajib diperangi.",0,0,0
766,KienandLauwJan52021Indones,Kienand Lauw,@KeeNand__,"Jan 5, 2021",@eisamoon,"Indonesia still better than Pakistan, disana kelompok minoritas seperti kristen, hindu dan ahmadiyah seringkali jd sasaran bom, bahkan pembantaian kelompok minoritas hazara disana mengarah pada genocide.",0,0,0
767,#ReformasiDiKorupsi-BudiSetiawanJan52021apabila,#ReformasiDiKorupsi - Budi Setiawan,@strike_bravo_b,"Jan 5, 2021",@FransLS,"apabila sudah menghilangkan kebebasan seseorang

akibat penghinaan, jemaah ahmadiyah tidak bisa bebas beribadah, itu sudah perundungan

akibat penghinaan, saya sakit hati, itu hanya penghinaan",1,0,0
768,AdiMuktiWicaksonoJan52021Masih a,Adi Mukti Wicaksono,@Adi_Wicaksono,"Jan 5, 2021",@SlametR72312235,"Masih aja anda bodoh, kasus ahmadiyah itu sudah dipersidangkan & sudah selesai. Ga ada lagi kasus lain. Kasus itupun akibat pihak berwenang tdk mengambil tindakan tegas pada ahmadiyah yg masih meracuni umat hingga sekarang. Utk kasus miras ilegal, juga karena tidak ada tindakan.",1,0,0
769,pidonk_marim_buluJan52021Lo jg c,pidonk_marim_bulu,@BuluPidonk,"Jan 5, 2021",@Keliex,"Lo jg coba pikir lbh dalam, FPI & HTI beribadah kok membunuh orang? Jamaah ahmadiyah tuh korban FPI, blm lg ceramah2 si cabul petambutlran ptovokasi trs. Kan kontol??",1,0,0
770,MuridIslamAhmadiyahJan52021bagi Ah,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 5, 2021",@_imamprasetyo,"bagi Ahmadiyah, ketaatan pada Rasulullah SAW adalah hal yg utama. jadi jelas ya agamanya apa? ",1,0,1
771,MuridIslamAhmadiyahJan52021mudah m,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 5, 2021",nan,"mudah mudahan tidak ada lagi yang bilang ""Ahmadiyah nabinya bukan Rasulullah SAW"" . Nauzubillah",0,0,0
772,ImamPrasetyoJan52021Kalo so,Imam Prasetyo,@_imamprasetyo,"Jan 5, 2021",@rahung,"Kalo soal gereja liar itu simple: jgn bohong soal persetujuan warga. Bikin tempat beribadat dgn landasan bohong saja udah malu2in.

Syiah itu bukan islam
Ahmadiyah itu bukan islam
Simpel",1,0,2
773,dapatsepedaJan52021Knp dil,dapat sepeda,@AlaricLuthfy,"Jan 5, 2021",@MAhmadiyah,Knp diluaran kabar yg beredar Ahmadiyah anggap Mirza Gulam sbg Nabi?,1,0,1
774,AfanJan52021bisa di,Afan,@MUHAMMAD_AFAN_,"Jan 5, 2021",@Mfaishalhaq,"bisa dijelaskan disini aja mas, biar yg lain mengetahui siapa nabi Ahmadiyah tersebut, kalo lewat dm terlalu private",0,0,0
775,AfanJan52021nabi te,Afan,@MUHAMMAD_AFAN_,"Jan 5, 2021",@MAhmadiyah,"nabi terakhir adalah Muhammad, kalo pandangan menurut Ahmadiyah gimana fren?",1,0,0
776,billtemporoJan52021GAFATAR,bill temporo,@BillTemporo,"Jan 5, 2021",nan,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,0,0,0
777,IG:WarungSejarahRIJan52021Buku La,IG: WarungSejarahRI,@WarungSejarahRI,"Jan 5, 2021",nan,"Buku Lawas > Falsafah Islamijjah
( Filosofi Islam ) Keopasan Tentang Lima Boeah Pokok Masala Agama,  Pada Pandangan Moeslim

Oleh;  Mirza Ghoelam Ahmad 
( Pendiri Gerakan Ahmadiyah )

Tahun 1942. 
144  Halaman.
Harga 85.000. 
Minat?  

✓DM or Klik WA 
http://bit.ly/warungsejarahRI",0,0,0
778,MuridIslamAhmadiyahJan52021ahmadiy,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 5, 2021",@AlaricLuthfy,ahmadiyah memiliki keyakinan Islam ya..,1,2,2
779,MuridIslamAhmadiyahJan52021ahmadiy,MuridIslamAhmadiyah,@MAhmadiyah,"Jan 5, 2021",@KontakSenjata,ahmadiyah agamanya Islam tong..,1,0,0
780,RadenPerkasaJan52021Fatwa M,Raden Perkasa,@raden_perkasa4,"Jan 5, 2021",@VIVAcoid,Fatwa MUI thd Syiah dan Ahmadiyah apakah tdk cukup utk melarang mereka dibandingkan FPI dikarenakan SKT dan tindak pidana anggotanya yg tentu tdk sesuai maksud dan tujuan FPI sbg ormas yang tdk terdaftar?,0,0,0
781,Gabut_ajaJan52021Itu unt,Gabut_aja,@Gabutaj77524040,"Jan 5, 2021",@salimvanjav,"Itu untuk ajaran yg memang bener2 sesuai syariat... 
Kalo seandainya ahmadiyah mau mengakui Rasul sebagai nabi terakhir yaa sah2 aja lah ga bakalan diganggu
Kalo lu mikirnya gitu, berarti lu ngedukung ISIS juga dong asal mereka ngga ganggu orang -_-
LOL",1,0,0
782,Gabut_ajaJan52021Ini nih,Gabut_aja,@Gabutaj77524040,"Jan 5, 2021",@salimvanjav,"Ini nih kalo otak ga dipake.... 
Ahmadiyah itu udah jelas sesat -_-
Ngebawa2 nama islam tapi ga mengakui Rasulullah sebagai nabi terakhir -_-
Makanya masyarakat resah adanya Ahmadiyah di deket2 mereka
Kalo dibiarin hidup dan tumbuh subur bisa berabe ntar",1,0,0
783,TheDiplomatJan52021Last we,The Diplomat,@Diplomat_APAC,"Jan 5, 2021",nan,"Last week, Indonesia’s newly appointed religious affairs minister promised to uphold the rights of the religious minority groups like the Shia and Ahmadiyah and to work to prevent their persecution.",0,1,3
